SRR14068402	100	13239	0.00755344
SRR14068403	104	16419	0.00633413
SRR14068404	91	11411	0.00797476
SRR14068405	106	13877	0.00763854
SRR14068406	99	11773	0.00840907
SRR14068407	99	14618	0.00677247
SRR14068408	118	14380	0.00820584
SRR14068409	99	13781	0.0071838
SRR14068410	112	13525	0.00828096
SRR14068411	117	13432	0.00871054
SRR14068412	112	14093	0.00794721
SRR14068413	110	12975	0.00847784
SRR14068414	111	14949	0.00742525
SRR14068415	117	14761	0.00792629
SRR14068416	85	11493	0.00739581
SRR14068417	153	24397	0.00627126
SRR14068418	73	20525	0.00355664
SRR14068419	104	19961	0.00521016
SRR14068420	107	17748	0.00602885
SRR14068421	90	14605	0.00616227
SRR14068422	109	19644	0.00554877
SRR14068423	117	17360	0.00673963
SRR14068425	8	7667	0.00104343
SRR14068426	9	8233	0.00109316
SRR14068427	9	8451	0.00106496
SRR14068428	121	17628	0.00686408
SRR14068429	10	9433	0.00106011
SRR14068430	15	8703	0.00172354
SRR14068431	7	10157	0.00068918
SRR14068433	3	8308	0.000361098
SRR14068434	110	18616	0.0059089
SRR14068435	124	19262	0.00643755
SRR14068436	119	18853	0.00631199
SRR14068438	137	18460	0.00742145
SRR14068439	89	20687	0.00430222
SRR14068440	110	18758	0.00586416
SRR14068441	88	18089	0.00486483
SRR14068442	109	22113	0.00492923
SRR14068443	91	15147	0.00600779
SRR14068444	101	17795	0.00567575
SRR14068445	117	20843	0.0056134
SRR14068446	123	19429	0.00633074
SRR14068447	115	17948	0.0064074
SRR14068448	104	15132	0.00687285
SRR14068450	101	17171	0.00588201
SRR14068451	104	19745	0.00526716
SRR14068452	116	18895	0.00613919
SRR14068454	104	17576	0.00591716
SRR14068455	121	19562	0.00618546
SRR14068456	89	18939	0.0046993
SRR14068457	114	17713	0.00643595
SRR14068458	115	16853	0.00682371
SRR14068459	111	19011	0.00583872
SRR14068460	138	22896	0.00602725
SRR14068461	114	17937	0.00635558
SRR14068462	111	19258	0.00576384
SRR14068463	124	17581	0.00705307
SRR14068464	7	7925	0.000883281
SRR14068465	107	18198	0.00587977
SRR14068466	117	15211	0.0076918
SRR14068467	104	14519	0.00716303
SRR14068468	76	15163	0.0050122
SRR14068469	98	14542	0.0067391
SRR14068470	99	15539	0.00637107
SRR14068471	84	14211	0.00591091
SRR14068473	85	14207	0.00598297
SRR14068474	109	15282	0.00713257
SRR14068476	75	16128	0.0046503
SRR14068478	87	16715	0.00520491
SRR14068479	66	17192	0.00383899
SRR14068480	66	14035	0.00470253
SRR14068481	109	15852	0.0068761
SRR14068482	105	13446	0.00780901
SRR14068483	123	14881	0.00826557
SRR14068484	96	17181	0.00558757
SRR14068485	95	14112	0.00673186
SRR14068486	112	21875	0.00512
SRR14068487	86	17456	0.00492667
SRR14068488	103	19259	0.00534815
SRR14068489	113	12487	0.00904941
SRR14068490	86	14965	0.00574674
SRR14068492	87	12615	0.00689655
SRR14068493	84	15706	0.00534827
SRR14068494	97	11228	0.00863912
SRR14068495	78	16878	0.0046214
SRR14068497	85	17735	0.00479278
SRR14068498	110	16380	0.00671551
SRR14068499	66	15864	0.00416036
SRR14068500	91	16249	0.00560034
SRR14068501	108	18795	0.00574621
SRR14068502	78	17054	0.00457371
SRR14068503	84	18303	0.00458941
SRR14068504	83	17356	0.00478221
SRR14068505	71	12038	0.00589799
SRR14068506	73	14381	0.00507614
SRR14068507	106	13416	0.00790101
SRR14068508	94	18169	0.00517365
SRR14068509	98	18169	0.0053938
SRR14068510	83	18319	0.00453082
SRR14068511	97	18585	0.00521926
SRR14068512	5	8250	0.000606061
