SRR14068514	105	14000	0.0075
SRR14068515	138	15488	0.00891012
SRR14068516	88	13792	0.00638051
SRR14068517	88	15920	0.00552764
SRR14068519	78	17300	0.00450867
SRR14068520	121	15154	0.00798469
SRR14068521	100	15246	0.0065591
SRR14068522	88	15737	0.00559192
SRR14068523	72	16053	0.00448514
SRR14068524	82	17287	0.00474345
SRR14068525	100	17842	0.00560475
SRR14068526	131	13887	0.00943328
SRR14068527	79	18865	0.00418765
SRR14068528	67	14183	0.00472397
SRR14068529	72	14551	0.00494811
SRR14068530	104	16479	0.00631106
SRR14068531	104	11879	0.00875495
SRR14068532	114	17518	0.00650759
SRR14068533	87	17708	0.00491303
SRR14068534	85	15103	0.00562802
SRR14068535	106	21244	0.00498964
SRR14068536	93	18909	0.00491829
SRR14068537	246	11656	0.021105
SRR14068538	108	12283	0.00879264
SRR14068539	98	13933	0.00703366
SRR14068540	115	14499	0.00793158
SRR14068541	116	16171	0.00717333
SRR14068542	111	12523	0.00886369
SRR14068543	106	13318	0.00795915
SRR14068545	82	15696	0.00522426
SRR14068546	66	15807	0.00417537
SRR14068547	77	15338	0.00502021
SRR14068548	79	18173	0.00434711
SRR14068549	98	16714	0.00586335
SRR14068550	87	19228	0.00452465
SRR14068552	91	15298	0.00594849
SRR14068553	80	16881	0.00473906
SRR14068554	109	17291	0.00630386
SRR14068555	180	12292	0.0146437
SRR14068556	102	18394	0.00554529
SRR14068557	82	18030	0.00454798
SRR14068558	85	18832	0.00451359
SRR14068559	103	18944	0.00543708
SRR14068560	95	19261	0.00493225
SRR14068561	83	11176	0.00742663
SRR14068562	86	12962	0.00663478
SRR14068564	73	15127	0.00482581
SRR14068565	74	13309	0.00556015
SRR14068566	152	14353	0.0105901
SRR14068567	94	15278	0.00615264
SRR14068568	119	13081	0.00909716
SRR14068569	84	15426	0.00544535
SRR14068570	70	13744	0.00509313
SRR14068571	69	14249	0.00484245
SRR14068572	93	20506	0.00453526
SRR14068573	112	16621	0.00673846
SRR14068574	96	16067	0.00597498
SRR14068575	55	16055	0.00342572
SRR14068576	84	18266	0.00459871
SRR14068577	88	15635	0.0056284
SRR14068578	89	16310	0.00545677
SRR14068579	162	12648	0.0128083
SRR14068580	67	18427	0.00363597
SRR14068621	102	17201	0.00592989
SRR14068622	108	15441	0.00699437
SRR14068624	84	18091	0.00464319
SRR14068625	4	7978	0.000501379
SRR14068626	12	8062	0.00148846
SRR14068627	8	8594	0.000930882
SRR14068629	4	10122	0.000395179
SRR14068630	7	9034	0.000774851
SRR14068631	15	8303	0.00180658
SRR14068632	13	7912	0.00164307
SRR14068633	10	9259	0.00108003
SRR14068634	136	20426	0.00665818
SRR14068635	145	23360	0.00620719
SRR14068636	162	22144	0.00731575
SRR14068637	82	16667	0.0049199
SRR14068638	110	18442	0.00596465
SRR14068639	70	15015	0.004662
SRR14068641	125	18239	0.00685345
SRR14068642	93	17558	0.00529673
SRR14068643	104	18970	0.00548234
SRR14068644	124	22128	0.00560376
SRR14068645	99	19779	0.00500531
SRR14068646	114	16758	0.00680272
SRR14068647	93	16944	0.00548867
SRR14068648	102	19524	0.00522434
SRR14068649	114	18229	0.00625377
SRR14068651	106	18883	0.00561351
SRR14068652	124	17578	0.00705427
SRR14068653	83	17502	0.00474232
SRR14068654	139	18232	0.00762396
SRR14068655	137	20005	0.00684829
SRR14068656	108	17410	0.00620333
SRR14068657	139	17859	0.00778319
SRR14068659	54	3702	0.0145867
SRR14068661	94	16483	0.00570285
SRR14068663	95	21035	0.00451628
SRR14068664	127	17081	0.00743516
SRR14068665	103	17125	0.0060146
SRR14068666	82	15043	0.00545104
SRR14068667	112	20139	0.00556135
SRR14068668	94	16874	0.0055707
SRR14068669	88	14214	0.00619108
SRR14068670	72	17156	0.00419678
SRR14068671	89	17826	0.00499271
SRR14068672	96	21304	0.0045062
SRR14068673	83	18147	0.00457376
SRR14068674	8	8624	0.000927644
SRR14068675	98	20140	0.00486594
SRR14068677	5	8780	0.000569476
SRR14068680	10	8050	0.00124224
SRR14068681	93	16099	0.00577676
SRR14068682	113	16387	0.00689571
SRR14068683	124	16718	0.00741716
SRR14068684	69	18469	0.00373599
SRR14068685	83	15711	0.00528292
SRR14068686	115	11911	0.00965494
SRR14068687	111	19761	0.00561712
SRR14068688	111	17060	0.00650645
SRR14068689	89	16801	0.0052973
SRR14068690	80	14152	0.00565291
SRR14068691	102	16220	0.00628853
SRR14068692	101	17235	0.00586017
SRR14068695	112	19442	0.00576072
SRR14068696	106	16348	0.00648397
SRR14068697	93	19294	0.00482015
SRR14068698	90	18049	0.00498643
SRR14068699	88	16551	0.0053169
SRR14068700	81	16171	0.00500897
SRR14068701	113	19997	0.00565085
SRR14068702	89	13803	0.00644787
SRR14068703	102	18447	0.00552935
SRR14068704	118	18311	0.00644421
SRR14068705	98	14125	0.00693805
SRR14068706	154	17698	0.00870155
SRR14068707	123	21573	0.00570157
SRR14068708	91	15292	0.00595082
SRR14068709	88	17850	0.00492997
SRR14068711	91	15152	0.00600581
SRR14068712	76	17096	0.00444548
SRR14068713	114	18831	0.00605385
SRR14068714	73	16092	0.00453642
SRR14068715	70	15847	0.00441724
SRR14068716	86	16005	0.00537332
SRR14068717	115	18111	0.00634973
SRR14068718	84	16499	0.00509122
SRR14068719	88	17945	0.00490387
SRR14068720	112	21176	0.00528901
SRR14068721	96	17076	0.00562193
SRR14068722	92	18086	0.00508681
SRR14068723	130	16186	0.00803163
SRR14068724	86	17478	0.00492047
SRR14068725	2	9291	0.000215262
SRR14068726	6	9380	0.000639659
SRR14068727	2	8105	0.000246761
SRR14068728	7	7825	0.000894569
SRR14068729	105	15545	0.00675458
SRR14068730	72	13833	0.00520494
SRR14068731	113	16645	0.00678883
SRR14068732	109	14103	0.00772885
SRR14068733	90	13925	0.0064632
SRR14068734	100	15110	0.00661813
SRR14068735	89	16447	0.00541132
SRR14068737	93	14767	0.00629783
SRR14068740	127	18268	0.00695205
SRR14068741	102	18255	0.00558751
SRR14068742	69	13901	0.00496367
SRR14068743	91	16785	0.00542151
SRR14068744	76	15140	0.00501982
SRR14068745	115	13985	0.0082231
SRR14068746	78	17000	0.00458824
SRR14068747	140	17142	0.00816708
SRR14068748	74	16709	0.00442875
SRR14068749	100	17169	0.00582445
SRR14068750	103	17452	0.0059019
SRR14068751	117	14620	0.00800274
SRR14068753	107	17398	0.00615013
SRR14068754	87	14766	0.00589191
SRR14068755	126	18441	0.0068326
SRR14068756	74	16180	0.00457355
SRR14068757	82	14971	0.00547726
SRR14068758	131	16674	0.00785654
SRR14068759	119	16881	0.00704935
SRR14068760	92	17929	0.00513135
SRR14068761	88	16837	0.00522658
SRR14068762	92	15706	0.00585763
SRR14068763	90	15856	0.00567608
SRR14068764	79	16576	0.00476593
SRR14068765	77	14616	0.0052682
SRR14068766	94	17504	0.0053702
SRR14068767	120	18111	0.00662581
SRR14068768	81	17428	0.00464769
SRR14068769	83	17500	0.00474286
SRR14068770	106	16683	0.00635377
SRR14068772	158	18989	0.00832061
SRR14068773	101	17375	0.00581295
SRR14068774	4	8578	0.000466309
