A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A4	A5	A6	A7	A8	D1	D10	D11	D12	D13	D16	D17	D18	D19	D2	D20	D21	D23	D3	D4	D5	D6	D7	D8	D9	F1	F10	F12	F13	F14	F15	F16	F17	F18	F19	F2	F20	F21	F22	F3	F4	F5	F6	F7	F9	K1	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K2	K20	K21	K22	K24	K3	K4	K5	K6	K7	K8	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P3	P5	P8	P9
te_1035850	0	3.2760520279901	0	5.49844088764604	0	0	1.26658405446119	4.37893141819841	0	4.23979195600135	0	0	0	3.48375942245972	0	0	0	4.72051260557017	0	5.00813994933687	0	0	0	0	0	3.15203649767182	0	0	4.95860507040593	0	0	0	3.58052452093372	4.39033976955683	3.64510481159238	4.63653336618832	0	0	0	3.46910941456266	4.10371128187845	0	0	0	0	5.09262092278201	0	0	0	3.63360105518306	0	0	0	0	0	0.763238580468453	0	0	0	1.05760928633737	3.24333205101302	0	0	2.50917674046778	0	2.44198477272256	0	3.82156536827085	0	3.0925198953819	0	0	3.15823643196519	0	2.09123601664936	2.33424992897907	0	0	4.95437355010438	5.16887618576816	0	0	3.81343777915838	0.445323254130284	0.77542725510091	0	0	4.29828995654936	1.20969577699071	0	0	4.61586841743287	4.85997625770403	1.70962882987265	3.17737552951683
te_1037796	3.23624878821616	0	0	0	3.02024094424196	0	0	4.61316862908985	2.45065324973846	4.45123425275448	0	5.0143976093136	5.53053681339505	3.48375942245972	2.79504765882693	3.77084470124867	0	3.5165339496511	0	0	0	0	0	0	0	0	0	0	0	5.07526429037821	3.79601387140631	0	2.35365597336655	2.02591376252781	0	0	1.27197242950464	6.14514384155439	0	4.07301731332248	0	0	0	3.42536668464483	0	1.25100648268534	4.92131645533059	0	0	0	0	0	0	0	0	3.76036322435001	0	3.43078824697407	2.92379798716016	0	0	0	0	0	3.07385728363103	0	2.45333771198957	4.3987812711738	0	0	3.10268281978608	0	0	0	2.09123601664936	0	0	0	0	1.9252045966387	2.80326041069745	0	0	0	0	0	0	0	5.33580685682492	4.48794228811011	1.22913968089164	0	1.98243442190263	0	0
te_1087640	0	3.47701017639806	5.39476554750385	0	0	0	0	0	0	0	0	0	4.37747306075037	0	1.98923689857754	0	0	1.31731354949345	0	0	3.73190528994555	0	0	0	0	4.29623354253731	0	0	2.75111185072804	0	0	0	0	0	0	0	0	4.68434526787936	0	3.80243457674873	0	0	4.34093878995372	0	0	0	4.67420489118001	0	0	0	0	0	0	0	4.61034811491455	3.22767293946681	0	0	0	4.30346244942435	5.18153120827658	0	0	0	0	0	0	0	0	0	0	3.71845304772695	0	1.01163655237114	0	0	3.73378209143175	0	0	0	0	0	4.59790488292859	0	0	0	3.8452024180785	0	0	0	0	0	0	0	3.55198335218221
te_1087824	2.79544258569729	0	0	2.66864050405169	3.14148735677828	2.80467047128164	0	4.0991492118403	2.7446788599005	0.577307332857917	3.99986251050211	0	0	2.50002265620987	5.50148907767072	0	0	0	1.28192112311653	0	5.87908705634619	0	0	0	0	3.26397863113236	0	0	1.95090839537986	0	0	0	0	0	0	3.57453346014218	3.44683917631885	1.29491254012261	2.74343824472825	3.26826809582304	0	3.44729275440801	0	1.91983695242352	0	0	0	1.86436430697101	0	0	0	0	0	0.5788172364678	0	0	0	3.43078824697407	0	0	0	2.41110028194116	4.43245734839666	0	3.50948084478402	0	0	0	0	0	0	1.3336623108422	0	0	0	0	0	0	3.20961671437122	0	0	0	0	0	0	0	0	2.24336295136045	3.34911331641807	0.41889154678294	0	0	0	3.87032524361026	0
te_1087873	0	0	1.33408790658964	0	0	0	0	1.30282499860021	0	0	0	0	0	0	0.801214414167711	2.38314190588314	3.57787717201464	2.45313539050639	1.28192112311653	0	0	0	0	0	0	0	4.08150532939004	0	0	4.057077317438	0	0	0	3.55504807745129	5.2634166427575	1.24134952766384	0	0	0	0	0	3.44729275440801	0	0	0	0	1.24053392760545	0	0	0	0	0	1.34260340999875	0	1.24975016079888	0	1.92547152831996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87286877909639	0	0	0	0	0	4.36354602648071	0	0	0	0	0	0	6.26257274060703	0	0	0	0	0	0	0	0
te_1091165	0	5.03792619199535	0	0	0	0	0	0	0	0	4.55485476308349	1.69475121204975	4.04835671760953	0	4.94029333818178	2.56547582046517	0	0	1.9498155021764	3.07451604469672	4.95180712802185	0	0	0	0	0	0	0	0	5.10538041966127	3.26207000219714	0	0	0	2.59358925299265	0	0	0	0	0	0	3.01382388645386	6.88224957305247	0	4.62570109450008	0	0	0	0	0	0	5.10705897729786	0	3.61102273045596	0	1.92188790511886	3.90622190201424	2.86583160089236	0	0	0	2.90269051467824	0	2.85942660841032	0	0	5.46844969545189	0	4.16055292209519	3.9360922875694	0.814767539346333	0	2.75816786791825	0	0	0	0	2.21951743112948	0	5.16887618576816	0	0	6.20067011240116	0	0	2.31281111943168	0	0	0	0	0	1.74500850177672	0	0	0
te_1106514	3.07519864868983	0	0	4.79657113067852	0	0	2.56576606109029	0	0	0	0	0	3.01186822262912	1.29589620474993	0	0	0	0	3.26149376301393	0	0	0	0.826727208546092	0	0	0	0	0	0	0	0	0	0	0	2.41049271734794	4.88986832974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90919889361499	1.25978042450472	0	0	4.70243398325516	0	0	0	3.73936107806035	2.04566458391814	3.50948084478402	0	3.85104452593382	0	0	0	0	0	0	0	0	0	0	0	4.12945569934249	2.72155073678139	0	0	0	0	0	0	0	0	2.09835941713565	0	0	0	0	0	0
te_1112900	0	3.81049667824402	4.97375856647305	2.5080508777179	0	0	0	0	0	0	1.21647611328893	0	0	0	0	2.72732976599813	4.42725547555468	1.69511393080777	0	0	0	0	2.03373268003825	0	0	0	4.506059283593	0	0	3.62978653564228	0	0	2.35365597336655	1.34269620832735	0	0	4.04998489523133	0	3.02162271487748	4.58654688514691	0	0	0	0	1.28427604796986	0	0	0	0	0	0	2.32647888912525	2.83680118032043	0	2.70310281134262	2.71773053101212	1.92547152831996	2.37657921186017	0	0	0	0	0	0	0	0	3.85104452593382	5.49354766074448	0	3.86331654382714	4.57109676384653	0	2.75816786791825	3.10157597384052	0	0	0	3.82441700664288	1.32203798607722	0	0	0	0	0	0	0	0	0	0	4.58318532650418	0	0	0	0	0
te_1112936	0	0	5.67802380918263	3.17591514414538	4.28494934652622	4.35457261456827	0	0	0	0	2.31363845349742	0	0	0	4.29014300813474	3.4381603005292	4.59991712829097	4.2406346273659	0	4.34358982150261	0	0	5.59075438967018	0	0	0	1.96212458260208	0	0	4.7334654416436	0	0	0	0	0	0	5.88292462453551	0	5.58488170270371	5.79928505280973	0	4.37959796192442	5.53639601416644	0	4.58313202634589	0	0	0	0	0	0	0	2.48755236886567	0	0	3.42789448219089	0	3.43078824697407	0	0	0	0	0	2.04566458391814	2.6309066388789	0	0	6.14072120904817	0	5.78698572541315	0	0	0	4.4746933751124	0	3.38313791951998	0	0	1.32203798607722	0	3.31762855259999	0	3.27889202420169	0	0	0	5.13640600800653	3.31672334009302	0	0	0	0	0	5.33485266272626	0
te_1112948	0	0	0	0	0	3.69754856410954	0	0	0	0	0	0	0	0	0	0	6.32775517231156	0	0	3.9862401579378	0	0	0	0	0	0	2.76398663650634	0	0	0	0	0	0	0	0	0	1.27197242950464	0	0	5.97460671205211	0	0	0	0	0	0	1.24053392760545	0	0	0	0	0	0	0	0	1.25978042450472	0	0	0	0	0	0	0	0	0	1.30915440999286	0	0	0	0	0	2.47540926952514	0	2.01200494404316	4.24307602479407	0	0	0	0	0	0	0	0	0	3.63077242944824	4.72237949448062	2.94224558204575	2.80239843897538	0	0	0	4.41844129742529	3.06677513166705	3.71267890649308	0
te_1112949	0	0	0	0	0	3.31910929036409	0	0	0	0	0	0	0	0	0	2.38314190588314	4.12199473808215	0	0	3.9862401579378	0	0	3.1270673273686	0	0	2.75221838315168	0	0	0	4.38630773680379	0	0	0	0	0	0	1.27197242950464	2.42246543230657	0	3.26826809582304	0	0	1.24859070715114	0	0	0	0	0	0	0	0	0	0	0	0.756170345875096	1.62848871044325	0	0	0	0	0	0	0	0	0	1.30915440999286	0	3.12574642644062	0	0	0	0	3.94611450779704	4.74330496578367	0	2.33424992897907	0	2.77648345623987	0	0	0	0	0	0	0	0	3.41381780199609	0	0	0	0	0	0	0	0
te_1112955	0	0	3.7191049157269	0	0	3.52070225877922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80243457674873	0	0	1.24859070715114	0	0	0	0	1.86436430697101	0	0	3.85730713047505	0	0	0	1.24975016079888	0	0	0	0	1.28804698002444	0	2.75668120765171	2.53727445714739	0	0	0	0	2.4949649404716	0	1.70440905744609	0	2.01465291774496	0	2.82106673236445	0	0	0	4.98741002477611	1.00369404161626	0	3.85353296397688	0	0	3.04131017455784	0	5.40164504022074	0	0	0	0	0	2.04822143851075	0	0	0
te_1112956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0747920055092	0	3.57787717201464	4.79993147024861	0	0	4.49195787713189	0	0	0	0	0	0	0	0	2.39698367489126	0	0	0	0	0	0	0	0	0	0	0	0	5.73583344514147	0	0	0	1.89751897071198	0	0	0	0	0	0	0	1.24975016079888	2.99511627161811	0	0	0	0	0	2.75668120765171	3.20742339929263	0	0	1.30915440999286	0	3.12574642644062	0	1.70440905744609	0	0	0	0	1.39537265850746	0	0	4.42500986350487	1.32203798607722	0	0	0	0	0	4.48226146526532	0	1.31370599034374	0	0	0	0	2.04822143851075	0	0	0
te_1112963	0	0	0	0	0	0	0	0	3.98993697784645	0	2.31363845349742	0	0	0	3.84460782893418	0	0	0	0	0	0	0	0	4.71941191703321	0	0	0	5.66479553101789	1.28278935911741	0	0	4.07441374647443	0	2.83693294406615	0	0	3.01338635553598	1.96615076496129	2.74343824472825	4.19138725115982	0	0	6.09652560369398	0	0	0	5.47934401918616	3.53160584513681	0	0	2.9535659303728	0	0	0	4.24138495967082	4.14853679203813	0	0	0	0	0	0	0	5.14628764657407	0	0	3.08088989076178	0	0	0	0	3.92462140570449	2.75816786791825	4.4746933751124	0	4.21094811744897	0	0	0	0	0	0	0	0	0	2.06170780305404	1.98971502670736	0	0	0	2.5122143297699	0	0	0	0
te_1112965	0	2.41778690989929	0	0	0	0	0	0	1.3154958519804	0	0	0	0	0	3.0747920055092	3.77084470124867	5.91869228347144	0	0	3.51016273854727	0	0	0	0	0	0	0	0	4.06729313811996	0	0	3.94544845608689	0	5.69198651047856	0	0	2.73544855249164	0	3.7884193494289	4.96449625655702	0	1.64298213713846	0	0	0	0	5.47934401918616	0	0	0	4.40870121205556	0	4.03217627842455	0	4.61034811491455	0	0	0	0	0	0	0	3.20742339929263	0	0	0	3.99301524408706	4.3987812711738	0	5.380631617198	0	3.92462140570449	0	4.01499063607217	0	0	0	4.98741002477611	3.08762444304508	0	0	0	0	0	0	2.87766654978717	4.6306782358494	4.72235492698757	0	0	0	0	0	2.81872331774024	0
te_1112985	0	0	0	0	0	5.20640576782369	0	0	2.7981572003113	0	0	0	0	0	0	1.26637998879563	5.86891770995665	3.08067162725958	0	0	4.28021192957565	0	0	0	0	0	0	0	3.46357356426001	5.07526429037821	0	4.82639435767503	0	0	0	0	5.73746656065581	4.83889142143901	1.94422949216445	3.64537723222	0	0	0	0	5.08825841949581	0	0	0	0	0	0	0	0	0	2.54176468517939	0	0	2.99790643742707	0	0	0	0	0	3.75644014031012	1.98844347375535	0	0	0	0	4.00537253221557	0	1.3336623108422	0	4.4746933751124	0	4.21094811744897	0	3.05567331469844	2.80751190690941	0	5.01773700537074	0	0	0	0	5.16682881831633	5.07413886902003	3.99457797240435	0	4.48794228811011	0	0	3.67878999181536	0	4.4002986619932
te_1113004	0	3.04250047051934	2.47598789215967	1.22624608136164	0	0	0	0	0	0	2.31363845349742	0	0	0	1.31332404711025	4.46490217655325	6.27777042083574	1.31731354949345	0	0	0	0	0	0	0	0	1.96212458260208	0	0	6.4079955272736	0	5.87344896862698	1.24512616758976	0	0	0	3.01338635553598	0	4.17711504610701	2.41073311562472	0	0	3.21047491552823	0	1.95277937198804	0	0	0	0	0	1.23224500515257	5.010310472309	1.34260340999875	0	5.14771614683018	0	0	3.23052261730864	0	0	3.91803434245282	0	0	0	0	0	0	4.17015491427792	0	4.69200841816347	0	3.54138069273786	0	2.47252298392838	0	0	0	5.44047269162187	4.12945569934249	2.99905610021115	4.63926955522809	2.78407217421057	5.16287096216614	0	0	0	0	5.08184907518189	0	0	0	0	0	4.89545018356876	0
te_1129700	0	3.2760520279901	0	0	0.775095280648276	0	0.768041286990039	0	0	0	3.35987105921299	0	0	0	0	3.77084470124867	0	0	0	2.44743033496107	0	0	0	0	0	0	3.95249829524883	0	4.29500023408607	4.57030362279115	4.39586468902921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70493753685917	2.68962088615076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49786720336525	0	0	0	4.046020147028	0	0	0	3.21456499387722	0	2.66025749849005	0	2.82106673236445	3.72565794547056	0	0	0	2.45958146818459	0	0	0	0	4.30773429018258	0	0	0	0	0	1.33991474674051	0	0	2.78726242533512	0	0
te_1165854	4.78075216513611	0	0	1.47593255161403	0	2.80467047128164	2.3834241991924	0	0	0	4.18134157846293	0	0.495524080312036	5.1540852690502	0	0	1.24345661917681	4.2406346273659	0	0	0	0	0	0	2.40896645600035	0	0	0	0	3.02000076625701	4.22738913460484	0	5.5961742520875	2.02591376252781	3.87470870117405	0.628240105906413	4.94078766570695	2.42246543230657	4.88182215695634	0	4.23045812145597	5.08837041643461	4.77503388879386	0	0	0	4.67420489118001	4.12983660594752	0	1.04950843078578	0	0	0	0	0	0	1.26261650866005	2.55872791757921	0	0	1.27000932826549	3.64579329540725	3.88052126563358	0	0	0	3.51675984140319	5.44318133605968	0	0	0	4.26641185402677	0	0	1.39537265850746	3.18360945452011	0	2.42997782584496	1.32203798607722	4.74849559289704	5.49899417740297	0	0	1.96086506151852	3.92921701750409	0	4.02053555407686	4.59436760413485	4.06649077518573	0	0	6.06296597707628	0	2.81872331774024	0
te_1174086	3.25433039039515	1.6652806540694	1.71446120671878	0	0	0	0	1.78663071174637	0.408769772313519	0	2.31363845349742	0	1.04258300481235	1.96738607601834	0	1.74300012581048	0	2.48424396137742	2.67097537075715	0	2.83659557078156	0	0	3.34370088239604	1.28509384826519	0	0	0	0	0	1.81001618909206	0	0.302133930831672	2.19517730651286	0	0	1.04347489060616	0	2.88922515598314	1.86141598780158	1.00865476414474	2.8105399013404	1.24859070715114	0	0	0	0.935924318075261	2.491052808877	0	1.757937446712	0	0	0	2.35432104489442	0	0	2.01310190625453	0.764549918879838	0	0	0	4.19181469931141	1.90522172099595	0	0	0	0	2.03260541089194	0	0	1.53482695924879	1.3336623108422	0	0	2.34380925248501	0	0	1.67555660215634	0.807433416618769	0	0.326717803237716	0	0	0	0.555541282403752	0	0	3.08236032115885	0	1.10334501858678	0	1.03600799336889	0	1.01026120934879	0
te_1174088	0.896584691119855	1.6652806540694	1.71446120671878	0	0	0	0	0	0.700731783223345	0	0	0	0	0	0	1.17053983812771	1.60950769042195	0	0	0	2.83659557078156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8105399013404	1.90773058949537	0	0	0	0	0	0	2.6922568933065	0.147887347129665	0	0	3.8910727374389	0	0	0	0.764549918879838	0	0	1.27000932826549	0	1.24661014132103	0	0	0	0	1.73056301627831	0	0	0	0	0	0	1.70773912422772	0	0	0	0	0	0	0	0	0	0	1.63749125650414	0	0	0	1.10334501858678	0	1.62546309398771	0	0	0
te_1174380	3.03130608977057	1.29150670804281	0	0	0	0	0	0	0	0	0	0	0	1.29589620474993	2.79504765882693	0	0	0.804060325004588	0	0	0	0	0	0	0	0	0	0	0	0	1.28229990744327	0	0	0	0	0	0	0	0	0	2.39986310499768	0	0	0	0	0.944595842809008	1.24053392760545	0	0	0	2.51667835304889	0	0	0	0	0	0	0	0	0	0	2.90269051467824	0	0	2.4468198942214	0	0	0	0	0	0	0	1.28767403550649	0	4.30389007144916	3.47866727256498	0	1.43917208317367	0	1.9252045966387	3.20519261521138	0	0	0	0	2.52662051640676	0	0	0	0	0	0	0.797343652083203	0	0
te_1174396	1.74298207669416	2.482755128904	0	0	0	1.6982718959731	0	0	0.700731783223345	0	0	0.803836111494485	0	0	0	1.17053983812771	1.60950769042195	0	0.778892166805484	0	2.83659557078156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42246543230657	0	0	0	2.8105399013404	0	0	0	0	0	0	0	3.68730528209663	2.26860918159637	0	0	1.52094454117356	0	0	0	0.764549918879838	0	0	3.44379476508275	0	1.24661014132103	0	0	0	0	1.73056301627831	0	0	0	0	0	0	1.70773912422772	0	0	0	2.45958146818459	0	0	0	0	0	0	1.63749125650414	3.07535523689136	0	0	1.10334501858678	0	1.62546309398771	0	0	0
te_1174398	1.51450718288882	2.95631552788273	0	0	0	1.6982718959731	0	1.78663071174637	0.408769772313519	0	2.31363845349742	0	1.04258300481235	1.96738607601834	0	1.74300012581048	1.24345661917681	2.48424396137742	2.82464747939774	0	2.83659557078156	0	0	3.34370088239604	2.19926326752255	0	0	0	0	0	2.30413903711378	0	1.71745424929438	3.9385869262244	0	0	1.04347489060616	0	2.88922515598314	1.86141598780158	2.01296275370881	2.8105399013404	1.24859070715114	2.37175522273048	0	0	0.935924318075261	2.31080889927278	0	3.06603005604778	0	0	0	1.85507447093068	0	0	1.39899973281638	0.764549918879838	0	0	1.27000932826549	0	1.90522172099595	0	1.31269029152518	0	0	0	0	0	1.53482695924879	1.3336623108422	0	0	2.55868269318852	0	0	1.67555660215634	2.45958146818459	0	0.326717803237716	0	0.787021582010723	0	0.555541282403752	0	0	3.08236032115885	0	1.10334501858678	0	1.03600799336889	2.9337774370205	1.01026120934879	0
te_1174399	0	1.13862026496864	0	0	0	0	0	1.78663071174637	3.23908355457805	0	0	0	0	0	0	0	0	0.577600821518209	0	0	2.83659557078156	0	0	0	0	0	0	0	0	0	1.81001618909206	0	0.302133930831672	2.78321198082745	0	0	2.45556543766183	0	1.27748549726145	2.47562964776011	0	3.62330958694028	0	0	1.28427604796986	0	0	0	3.02290315233024	1.65060325919148	0	2.44824931754496	0	0	0	3.10909695865259	0	0	0.520885027799292	0	0	0	0	0	0	0	3.3515323037151	0	0	0	0	0	0	0	0	0	0	0	0.807433416618769	0	0.326717803237716	0	0	0	0	0	0	0	0	0	0	0	0	2.65499809324378	0
te_1187994	0	0	5.04195996146047	0	0	1.99765137886273	0	1.97608134301748	0	4.23979195600135	0	1.69475121204975	0	3.81738303688937	2.44768606003902	0	0	4.2406346273659	0	0	0	0	0	0	0	0	0	0	1.95090839537986	0	0	0	2.35365597336655	0	0	0	0	0	0	0	0	0	0	0	3.26507499882689	1.25100648268534	5.60585244883757	0	0	3.79055246040736	0	0	0	5.20554672109464	4.24138495967082	0	4.36389075129188	0	0	0	0	0	3.20742339929263	0	0	0	0	0	4.9978788462972	0	2.47355008752895	4.47805509213704	0	0	0	3.18360945452011	0	0	0	0	3.69602976251491	0	2.76639756220337	0	0	3.1597914631253	0	3.8525964306943	6.72834350450976	4.38596430557751	0	0	0	0	0
te_1188019	0	0	0	4.72530014440811	0	3.08469936037361	0	0	0	0	0	5.36701420241678	0	0	5.07351877970119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58052452093372	0	0	0	0	0	1.94422949216445	0	0	3.01382388645386	0	5.46430707285418	0	1.25100648268534	0	1.21445889309748	0	0	0	0	0	0	0	0	0	0	1.21268286774887	0	0	0	0	0	0	0	4.63670338347969	2.03260541089194	0	1.32536881951783	0	0	1.28767403550649	0	0	0.743139666030788	0	0	0	0	0	0	0	0	0	4.32544488053661	0	0	0	2.02244849338786	0	2.29864281907174	2.44025851359146	0	0
te_1189861	0	1.29150670804281	0	0	0	3.85506489214842	0	1.30282499860021	0	0	0	0	0.436486107520553	0.788808768443087	0	0	0	1.69511393080777	0	0	0.591511141911779	0	0	0	0	2.53019268892956	0	0	0	0	0	0	0	0.822219732523957	3.15602293786665	0	0	0	1.37576805130676	0	3.56010724630285	0	0	4.35661011196174	0	4.34490213666519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798242416689258	0	0	0	0	0	0	0	4.74330496578367	0	0	0	3.66716593519619	0.45948157021581	0	3.42193183252905	0	0	1.75369941117914	0	0	0	0	0	0	0	0	0	0	0
te_1189910	0	2.41778690989929	2.66085137349978	0	0	0	0	0	0	0	0	1.31699935345805	0	4.8404934255448	0	1.93022413013104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41049271734794	0	2.8811002813636	0	0	0	2.33575090498187	0	0	1.91983695242352	0	0	0	0	4.5734744828395	0	0	3.54952025367876	0	0	0	4.92060065048529	0	1.26163903506925	4.70243398325516	0	0	0	0	0	0	0	2.45333771198957	2.03260541089194	0	3.5287945891136	0	0	0	0	2.34380925248501	1.88567512386964	0	4.21376765694994	0	0	0	0	0	4.75684077817131	0	0	0	0	1.85829027142177	0	0	1.74500850177672	0	0	0
te_1189919	6.3699643191467	5.21707137891925	7.09152292870803	5.05092758921216	3.02024094424196	6.03033852949445	5.94144038611667	6.67568806516812	5.92017759714871	6.05762887848105	0	7.01420730485545	2.38947036391106	6.91090251601779	6.31672753222482	6.41505419409321	7.29381415642337	5.31442194533644	4.81766862175311	7.16532900962485	4.58721286472784	0	0	0	6.2150171097292	6.09625974870033	3.65368078171119	5.29009611845982	5.79330804961514	7.49357000106614	0	3.26959867977802	5.08276337819204	6.22380743427576	6.13062078469733	5.93131939604382	4.94078766570695	6.48656786827771	5.7466877887857	6.89494086270126	3.18527553583929	0	5.94364121442994	4.91790577097733	5.26023453947951	6.50310724287967	7.25055821452477	6.60583836664195	5.35462447424099	5.54367665240761	6.03930288838444	4.79555804669169	0	3.31831481592426	4.43762962804431	7.1482618608538	5.47178744279107	1.26163903506925	3.68472241120848	6.49828753714516	6.83201020677001	6.27237349607144	4.68431277395427	5.38101488402092	6.5846433873859	6.04505747919657	5.46844969545189	2.03260541089194	6.00703681539057	6.41505364727433	0.814767539346333	6.29537874549164	5.94336666930582	5.67388116599804	4.75963729948726	4.65862981216823	0	2.42997782584496	5.52374112217356	5.37745877220085	6.06138256012784	3.49874763670536	3.47989263929536	4.83203208697128	0	5.03333581099275	5.95227533469378	0	6.387362221216	4.83615363217103	6.57135837050798	6.77070407863516	6.30774214682737	6.04647600546852	6.92717333169454
te_1190012	1.31359979860996	3.04250047051934	0	0	0	0	0	3.0592817704236	0	0	0.179356163982978	0	0	2.60727858301194	0	0	0	0	1.28192112311653	4.54053481644979	0	0	0	0	0	0	0	0	3.63977805892472	0	0	1.95652503083277	0	0.822219732523957	0	0	0	1.66922265376136	0	1.28637743056121	0	0	0	0	0	0	0	0	0	3.79055246040736	0	1.22564445277355	0	0	0	4.62691098970419	0	0	0	3.03735809893169	1.27000932826549	0	0	0	1.31269029152518	0	1.31746174851477	0	0	0	0	3.54138069273786	0	0	0.860194053248918	2.33424992897907	0	0	0	0	0	0	0	3.80923848372657	0	0	0	0	2.48416651573085	2.48390366905624	0	2.51195794193072	0	0	0
te_1288808	3.84503711316618	0	0	3.17591514414538	1.94306324340957	1.99765137886273	0	0	0	1.99356313781054	0	0	0	0	0	1.26637998879563	0	0	0	0	0	0	4.25226117281575	0	0	0	2.41806316025123	0	0	4.28468945366687	0	0	0	0	0	3.65485531496259	0	0	4.73524581661122	0	0	5.06842626907849	0	3.22518372461903	0	0	0	0	0	0	0	0	0	0	0	0	3.23202052455734	0	4.54847364102243	0	0	0	0	0	0	0	0	4.68546059876505	2.38428794522078	0	0	0	0	0	0	0	0	0	1.32203798607722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16262986599916	0
te_1314743	0	0	2.82469487014854	4.89728151122974	5.24746272149455	0	1.26658405446119	0	1.3154958519804	0	0	0	0	0	0	0	0	0	0	3.51016273854727	4.16141539712494	0	0	3.44042959642199	0	3.79799115656158	0	0	2.89702788157879	0	0	0	0	1.72437655621533	4.40217236801036	0	0	5.65601351251889	0	0	0	0	0	0	2.40784056715017	4.52864541433064	0	1.86436430697101	2.399665845632	0	2.9535659303728	0	0	0	5.00022782039368	0	3.19502431096859	0	0	0	0	0	0	0	0	0	0	2.03260541089194	0	0	2.65834926631457	2.47540926952514	0	0	0	0	0	3.05567331469844	0	0	1.99641793851404	0	0	0	0	0	1.98971502670736	0	0	0	0	4.06002910002052	0	0	0
te_1314844	1.98958209587183	2.20776455545416	0	3.97593442267937	2.74209776082694	3.52070225877922	0	1.97608134301748	3.51376234114599	0	3.26372515014597	0	0	0	3.30900270386185	0	0	3.08067162725958	3.14957494453724	3.19636596694605	0	0	4.29040766582285	4.16157448631687	3.64337510284814	1.28355489331666	0.785833732758544	3.83406378641971	0	0	4.34593322616845	0	1.90334130461009	3.1179016911046	0	0	2.57342363681932	1.29491254012261	0	0	2.95361801334364	3.01382388645386	0	4.35661011196174	1.95277937198804	0	0	0.731416708619788	3.99718693784232	2.19095663848362	4.80665698498804	2.94354529325087	0	0	0	0	2.99937310883692	0	4.73848717778262	1.95752280424214	5.06468968845406	1.28664425245893	0	2.50917674046778	0	0	0	2.03260541089194	2.87406757944719	0	0	4.70525231526535	2.41251709886724	3.33632208666604	4.47231516051659	2.33424992897907	0	0	4.95437355010438	4.26201181984626	0	0	2.21024624264834	0	3.02094109740382	0	0	0	1.20969577699071	0	4.99630942900407	0	3.18854037631555	4.37016271277928	0
te_1314846	0	1.96187196755746	0	2.12066244197859	3.02024094424196	0	0	2.77998671107973	4.11916228964043	0	1.57805777821819	0	1.6414650380562	0	0	0	0	0	0	0	4.54037138813699	0	0	1.26784110841982	3.80041449758684	0	0	0	0	4.11743443128808	0.779160580965126	0	0	3.35296921876416	0	0	0	0	1.94422949216445	0	0	1.27226503224197	0	0	3.15312259102505	0	3.57323842653384	0.731416708619788	2.19030124055208	0	2.51667835304889	0	0	0	0	0	0	5.11037645607698	0	0	0	0	2.84353074010061	2.29595592055185	0	0	0	0	1.93126996997995	0	2.65834926631457	2.01465291774496	0	0	3.05962215311666	1.88567512386964	0	3.49065400125894	0	0	1.99641793851404	0.795760515827304	0	0	0	0	0	0	0	0	2.81746401471267	0	0	0	0
te_1317499	0	0	0	4.92934770070845	0	0	0	1.30282499860021	4.54431095821588	2.45240816055343	0	0	0	3.95911607887513	0	3.61407092539658	0	0	0	0	5.45953878073294	0	0	0	0	0	3.95249829524883	0	0	0	3.26207000219714	4.49885392840411	3.7369874657092	0	3.26800274444325	4.32903324996821	3.77970467983602	0	5.13667796584829	2.08341201244679	0	3.24677733413338	0	0	1.28427604796986	4.766669767569	4.46756148985073	2.65125821561548	0	4.65817461802989	0	0	0	0	0	4.14853679203813	0	3.6602296309562	0	0	0	0	0	0	0	1.98401514363373	0	0	0	0	0	0	3.27023711143101	0	5.26689870342209	1.23120445694508	0	0	0	0	2.80326041069745	4.52855680512902	0	3.6521208647348	0	5.16682881831633	0	0	0	0	1.22913968089164	0.477153733997006	0	0	4.5728106978818
